N,Model,Price,Ram,CPU,Graphic,Storage
2528,"ASUS Zenbook 14X OLED UX5401ZAS
 Space Edition","$1,649 ",16GB,Intel i7-12700H 12-Core/20-Thread,Intel Iris Xe Graphics,
2529,Zenbook Pro Art OLED | W7600H3A,$799 ,,,,4TB M.2 PCIe
2530,VivoBook Pro 16X ( M1603QA ),$849 ,,AMD 5000 Series Ryzen™ 5 5600H,,
2531,ASUS ROG DELTA S CORE 2022,,,,,
2532,ASUS ROG IMPACT II 2022,,,,,
2533,ASUS ROG BP4701 2022,,,,,
2534,ROG Strix SCAR 18 (2023) |G834JY,"3,799",,13th Gen Intel® Core™ i9-13980HX,,2TB M.2 PCIe 4.0
2535,ROG Strix G16 (2023) | G614JI,"2,399",,13th Gen Intel® Core™ i9-13980HX,,M.2 512GB + M.2 1TB  PCIe
2536,ROG Strix G18 (2023) | G814JI,"2,399",,13th Gen Intel® Core™ i9-13980HX,,M.2 512GB + M.2 1TB  PCIe
2537,ROG Strix G18 (2023) | G814JV,"2,049",,13th Gen Intel® Core™ i9-13980HX,,M.2 512GB + 1TB M.2 PCIe
2538,ROG Strix G16 (2023) | G614JV,"1,979",,13th Gen Intel® Core™ i7-13650HX,,M.2 512GB + 1TB M.2 PCIe
2539,ROG Strix G18 (2023) | G814JU,"1,779",,13th Gen Intel® Core™ i9-13980HX,,M.2 512GB + 1TB PCIe
2540,ROG Strix G17 2023 | G713PV,"$1,949 ",,Ryzen™ 9 7945HX 16-Core 32-Thread,AMD Radeon Graphics 12-Core,M.2 512GB + 1TB PCIe
2541,ROG Strix G17 2023 | G713PU,"$1,699 ",,Ryzen™ 9 7945HX 16-Core 32-Thread,AMD Radeon Graphics 12-Core,512GB + 1TB M.2 PCIe
2542,ROG Strix G15 | G513IM,"$1,249 ",,AMD Ryzen 7 4800H 8-Core 16-Thread,AMD Radeon Graphics 7-Core,M.2 512GB + 1TB PCIe SSD
2543,ROG Strix G17 | G713QE CPO,"$1,249 ",,AMD Ryzen 9 5900HX 8-Core 16-Thread,AMD Radeon Graphics 12-Core,1TB M.2 PCIe
2544,ROG Strix G17 (2022) G713RC,"$1,249 ",,AMD Ryzen 7 6800HS 8-Core 16-Thread,AMD Radeon Graphics 12-Core,M.2 512GB + 1TB PCIe
2545,ROG Strix G15 (2022) G513RC,"$1,149 ",,AMD Ryzen 7 6800HS 8-Core 16-Thread,AMD Radeon Graphics 12-Core,M.2 512GB + 1TB PCIe
2546,ROG Zephyrus Duo 16 | GX650RX,"$4,399 ",,AMD Ryzen™ 9 6900HX 8-core/16-thread,,2TB PCIe®  NVMe
2547,ROG Zephyrus M16 | GU604VI,"$2,849 ",,13th Gen Intel® Core™ i9-13900H,,2TB PCIe®  NVMe
2548,TUF Gaming A15 FA507RM,"$1,399 ",,AMD Ryzen 7 6800HX 8-Core 16-Thread,AMD Radeon Graphics 12-Core,1TB M.2 PCIe SSD
2549,ASUS TUF Gaming FA506IHRB,$699 ,,Ryzen 5 4600H 6-core/12-thread,Intel® UHD Graphics,512GB PCIe
2550,ASUS TUF Gaming FX506LHB,$729 ,,CPU Intel® Core™ i5-10300H,Intel® UHD Graphics,256GB PCIe + 1TB SSD
2551,ASUS TUF Gaming FX506HF,$899 ,,CPU Intel® Core™ i5-11400H,Intel® UHD Graphics,1TB PCIe
2552,ASUS TUF Gaming FX506HC,$949 ,,CPU Intel® Core™ i5-11400H,Intel® UHD Graphics,512GB + 1TB PCIe
2553,ASUS TUF Dash 15 | FX516PE CPO,"$1,049 ",16GB,11th Gen Intel Core i7-11370H,Intel Iris Xe Graphics,512GB + 1TB M.2 PCIe
2554,ASUS TUF Gaming FX507ZC4,"$1,099 ",,CPU Intel® Core™ i5-12500H,Intel® UHD Graphics,2TB PCIe
2555,ASUS TUF Gaming A15 FA507NV,"$1,239 ",,AMD Ryzen 7-7735HS 8-Core 16-Thread,Intel® UHD Graphics,1TB PCIe
2556,ASUS TUF Gaming FX707ZU4,"$11,329 ",,CPU Intel® Core™ i7-12700H,Intel® UHD Graphics,1TB PCIe
2557,ASUS TUF Gaming FX707ZV4,"$1,429 ",,CPU Intel® Core™ i7-12700H,Intel® UHD Graphics,1TB PCIe
2558,HP Elite Folio 2-in-1 4G,$999 ,,,Integrated Adreno 690 Graphics,
2559,HP Pavilion Plus 14-EH0015,$849 ,,12th Gen Intel Core™ i5-1240P,Intel® Iris® Xᵉ Graphics,1TB M.2 PCIe SSD
2560,HP ENVY X360 15M-ES0013HD,$849 ,,11th Gen Intel Core™ i5-1135G7,Intel® Iris® Xᵉ Graphics,1TB M.2 PCIe SSD
2561,HP ENVY X360 15M-EU0013,$819 ,,AMD Ryzen™ 5 5500U Processors,AMD Radeon™ Graphics,1TB M.2 PCIe SSD
2562,"MSI Wireless Mouse, Pad",,,,,
2563,MSI Raider GE78 HX - 13VH,"$4,599 ",,13th Intel i9-13980HX (24C/32T),Intel UHD Graphics for 13th Gen,
2564,MSI Vector GP77 13VG,"$2,399 ",,13th Intel i7-13700H (14C/20T),Intel UHD Graphics for 13th Gen,
2565,MSI Stealth 17 Studio A13VI,"$4,699 ",,13th Intel i9-13900H (14C/20T),Intel Iris Xe Graphics eligible,
2566,MSI Sword 15 | 11UD,"$1,179 ",,11th Gen Intel i7-11800H 8C/16T,,512GB PCIe + 1TB SSD
2567,MSI Katana GF76 11UD | DEMO 98%,"$1,249 ",,11th Gen Intel Core i7-11800H,,1TB M.2 PCIe
2568,MSI GF75 Thin 10SCSR / CPO,$779 ,,Intel Core i5-10300H Processors,,1TB M.2 PCIe
2569,MSI GF63 Thin 11SC,799,,11th Gen Intel Core i5-11400H,,512GB M.2 PCIe
2570,MSI GF63 Thin 11UC,839,,11th Gen Intel Core i5-11400H,,512GB M.2 PCIe
2571,MSI Thin GF63 12VE-060KH,"$1,149 ",,12th Gen Intel Core i5-12450H,,1TB M.2 PCIe
2572,MSI Cyborg 15 A12UCX,$979 ,32GB,12th Gen Intel Core i5-12450H,,1TB PCIe
2573,MSI Cyborg 15 A12VE,"$1,259 ",32GB,12th Gen Intel Core i7-12650H,,1TB PCIe
2574,MSI Cyborg 15 A12VF,"$1,359 ",32GB,12th Gen Intel Core i7-12650H,,1TB PCIe
2575,MSI Katana 15 B13VEK,"$1,469 ",32GB,13th Gen Intel Core i7-13620H,,512GB + 1TB M.2 PCIe
2576,MSI Katana 17 B13V,"$1,599 ",32GB,13th Gen Intel Core i7-13620H,,512GB + 1TB M.2 PCIe
2577,MSI Katana GF76 12UDO,"$1,459 ",,12th Gen Intel Core i7-12700H,,1TB M.2 PCIe
2578,MSI Katana GF66 12UCK,"$1,219 ",,12th Gen Intel Core i7-12700H,,1TB M.2 PCIe
2579,MSI Modern 15 | A10M ( CPO),$719 ,16GB,Intel® Core™ i5-10210U Processor,,1TB M.2 PCIe
2580,MSI Modern 15 | B7M,$699 ,8GB,AMD Ryzen™ 5 7530U-Processors,,1TB M.2 PCIe
2581,MSI Modern 15 | B7M,$729 ,16GB,AMD Ryzen™ 5 7530U-Processors,,1TB M.2 PCIe
2582,MSI Modern 14 |  C13M,$749 ,8GB,13th Gen Intel Core i5® 1335U,,1TB M.2 PCIe
2583,MSI Modern 14 |  C12M,$629 ,8GB,12th Gen Intel Core i3-1215U,,1TB M.2 PCIe
2584,MSI Modern 14 C12M,$739 ,,12th Gen Intel Core  i7-1255U,Intel Iris Xe Graphics,512GB M.2 PCIe
2585,MSI Prestige 14 Evo A12M,"$1,149 ",,12th Gen Intel EVO Core i7-1280P,Intel Iris Xe Graphics,1TB M.2 PCIe 4.0
2586,MSI Prestige 15 ULTRA 4K | CPO,"$1,099 ",,Intel Core i7-10510U Processors,,512GB M.2 PCIe
2587,MSI Prestige 15 A12UC,"$1,449 ",,12th Gen Intel EVO Core i7-1280P,,1TB M.2 PCIe 4.0
2588,Huawei MateBook X-Pro 14.2,,,12th Gen Intel Evo Core i7-1260P,,
2589,Huawei MateBook D 15,,,10th Gen Intel Core i5-10210U,,
2590,Microsoft Surface Laptop GO,649,16GB,Intel® Core™ i5 1035G1 Processor,GPU : Intel® UHD Graphics,512GB M.2 PCIe
2591,"Surface Laptop 3 15"" | R5 2K",699,16GB,AMD Ryzen 5 3580U 4C/8T Processor,,512GB M.2 PCIe
2592,Microsoft Surface Laptop 5,"1,899",,12th Gen Intel Core i7-1255U Processors,GPU : Intel Iris Xe Graphics,512GB M.2 PCIe
2593,Microsoft Surface Laptop 5,"1,619",,12th Gen Intel Core i7-1255U Processors,GPU : Intel Iris Xe Graphics,512GB M.2 PCIe
2594,Microsoft Surface Laptop 5,"2,549",,12th Gen Intel Core i7-1255U Processors,GPU : Intel Iris Xe Graphics,512GB M.2 PCIe
2595,Surface Pro X LTE​​,$999 ,16GB,,,512GB M.2 PCIe
2596,"13"" Surface Pro 9 2022","$1,269 ",8GB,12th Gen Intel® Core™ i5-1235U,Intel® Iris® Xe Graphics,512GB M.2 PCIe
2597,"13"" Surface Pro 9 for Business 2022",,16GB,12th Gen Intel® Core™ i7-1265U,Intel® Iris® Xe Graphics,512GB M.2 PCIe
2598,"13"" Surface Pro 9 2022",,32GB,12th Gen Intel® Core™ i7-1255U,Intel® Iris® Xe Graphics,512GB M.2 PCIe
2599,"13"" Surface Pro 8 2021","$1,699 ",16GB,Quad-core 11th Gen Intel i7-1185G7,Intel Iris Xe Graphics,1TB M.2 PCIe
2600,"13"" Surface Pro 8 | CPO","$1,099 ",8GB,Quad-core 11th Gen Intel i5-1135G7,Intel Iris Xe Graphics,512GB M.2 PCIe
2601,"13"" Surface Pro 8 2021","$1,299 ",16GB,Quad-core 11th Gen Intel i5-1145G7,Intel Iris Xe Graphics,512GB M.2 PCIe
2602,Microsoft Modern Mobile Mouse,,,,,
2603,new Surface Pro 7,,,,,
2604,Surface Laptop Studio,"$2,049 ",16GB,Intel Core I5-11300H 4-Core 8-Thread,Intel Iris Xe Graphics,1TB M.2 PCIe
2605,Surface Laptop Studio,"$2,699 ",32GB,Intel Core I7-11370H 4-Core 8-Thread,,1TB M.2 PCIe
2606,Alienware M15 Pro Backpack,$45 ,,,,
2607,Alienware M15 R7,"$1,549 ",,"Ryzen™ 7 6800H 8 cores, 16 threads",,2TB M.2 PCIe
2608,Alienware M15 R6 |RTX3070,"$1,649 ",,Intel® Core™ i7-11800H 8C 16T,,2TB M.2 PCIe
2609,Alienware x15 R2 Gaming,"$1,949 ",,12th Gen Intel i7 12700H 14C/20T,Intel UHD Graphics,2TB M.2 PCIe
2610,Razer Blade 18,"$3,739 ",,13th Gen Intel® Core™i9-13950HX,,
2611,Galaxy Book Pro | CPO,$799 ,8GB,11th Gen Intel Evo Core i5-1135G7,Intel Iris Xe Graphics,
2612,Samsung Galaxy Book 2 360,"$1,18",8GB,12th Gen Intel i5-1235U 10C/12T,Intel Iris Xe Graphics,
2613,Precision 7670 Workstation,"$1,999 ",,Intel i7-12850HX 16-Core 24-Thread,Intel® UHD Graphics for 12th,
2614,Dell Vostro 14 3420,$719 ,16GB,12th Gen Intel i5-1235U Processors,Intel® UHD Graphics for 12th Gen,
2615,Dell Inspiron 16 5620,"$1,099 ",32GB,12th Gen Intel i5-1235U Processors,Intel Iris Xe Graphics,
2616,Dell Inspiron 14 5420,$949 ,16GB,12th Gen Intel i5-1235U Processors,Intel Iris Xe Graphics,
2617,Dell Inspiron 14 5420,"$1,139 ",16GB,12th Gen Intel i5-1235U Processors,Intel Iris Xe Graphics,
2618,Dell Inspiron 14 5420,"$1,079 ",16GB,12th Gen Intel i7-1255U Processors,Intel Iris Xe Graphics,
2619,Dell Inspiron 14 5420,"$1,319 ",16GB,12th Gen Intel i7-1255U Processors,Intel Iris Xe Graphics,
2620,Dell Inspiron 16 7620 2 in 1,"$1,099 ",32GB,12th Gen Intel i5-1235U Processors,Intel Iris Xe Graphics,
2621,Dell Inspiron 14 Plus 7420,"$1,349 ",24GB,12th Gen Intel i7-12700H Processors,,
2622,Dell 7610 Plus |  Demo 98%,$949 ,16GB,11th Gen Intel i7-11800H 16-Thread,Intel® UHD Graphics,
2623,,,32GB,VGA : Intel HD Graphics,VGA : Intel HD Graphics,512GB M.2 PCIe
2624,Dell XPS 15 9520 | CPO,"$1,649 ",16GB,12th Gen Intel® Core™ i7-12700H,Intel Iris Xe Graphics,
2625,Dell XPS 15 9520,"$2,699 ",16GB,12th Gen Intel® Core™ i9-12900HK,Intel Iris Xe Graphics,
2626,Alienware M15 Pro Backpack,$45 ,,,,
2627,Dell Essential Backpack 15,,,,,
2628,DELL G15 5520 Gaming,"$1,939 ",32GB,Intel i7-12700H 14-Core 20-Thread,Intel® Iris® Xe Graphics,1TB M.2 PCIe
2629,Macbook Pro M2 2022 ( MNEP3 ),,,,,
2630,Macbook Pro M2 2022,,,,,
2631,"MacBook Pro 14"" M2 Pro 2023",,,,,
2632,"MacBook Pro 16"" M2 Pro 2023",,,,,
2633,"MacBook Pro 14.2"" M1 Pro 2021","$2,199 ",,,,
2634,"MacBook Pro 16.2"" M1 Max","$3,499 ",,,,
2635,Macbook Air M2 2022 ( MLXY3 ),,,,,
2636,Macbook Air M2 2022 ( MN703LL ),,,,,
2637,Macbook Air M1 2020,"$1,425 ",,,,
2638,iPad Pro 12.9-inch M2 WIFI (2022),,,,,
2639,iPad 10Th Gen 2022,,,,,
2640,"iPad Air 5 10.9""(Lasted 2022)",,,,,
2641,iPhone 14 Pro,,,,,
2642,"iPhone 13 Pro (6.1"")",,,,,
2643,Watch Series 5 GPS,,,,,
2644,Apple Magic Mouse,,,,,
2645,Apple Magic Keyboard,,,,,
2646,Apple AirPods,,,,,
2647,,,8GB,,,256GB SSD
2648,,,8GB,,,512GB SSD
2649,,,16GB,Intel Iris Plus Graphics 640,Intel Iris Plus Graphics 640,512GB SSD
2650,,,16GB,,,512GB SSD
2651,,,16GB,,,512GB SSD
2652,,,16GB,intel Graphics,intel Graphics,512GB SSD
2653,,,32GB,,,512GB SSD
2654,"Lenovo IdeaPad 3 15"" (Celeron)  LENOVO Promotion !!",$289 ,4GB,Intel Celeron N4020 2-Core,Intel UHD Graphics 600,
2655,"Lenovo IdeaPad 3 15""
$519 $399
- Intel Core i3-1115G4 (up to 4.10 GHz)
       - RAM : 16GB DDR4 = 32GB = $40 
      - Storage :512GB M.2 PCIe SSD
      - Display : 15.6"" FHD (1920 x 1080) IPS 
      - VGA :  Intel UHD Graphics 11th Gen
      - OS : Windows 11 License 
      - Feature :  Web Cam , NumPad 
      - Weight : 1.6 Kg | Color:  Artic Grey
      - Code: CAMSYN010123-D20 
		  - -------------------------- 
		  - Free : Backpack, Wireless Mouse, Pad   
		- Free : Cleaning Kit Water ($2)",$519 ,16GB,Intel Core i3-1115G4 (up to 4.10 GHz),Intel UHD Graphics 11th Gen,
2656,"Lenovo IdeaPad 3 15""
$619 $499
- Intel Core i5-1155G7 (up to 4.10 GHz)
      - RAM : 16GB DDR4 = 32GB = $40 
      - Storage :512GB M.2 PCIe SSD
      - Display : 15.6"" FHD (1920 x 1080) IPS 
      - VGA :  Intel® Iris® Xe Graphics
      - OS : Windows 11 License 
      - Feature :  Web Cam , NumPad 
      - Weight : 1.6 Kg | Color:  Artic Grey
      - Code: LS040223C3-D30 
		  - -------------------------- 
		  - Free : Backpack, Wireless Mouse, Pad   
		- Free : Cleaning Kit Water ($2)",$619 ,16GB,Intel Core i5-1155G7 (up to 4.10 GHz),Intel® Iris® Xe Graphics,
2657,Lenovo IdeaPad 3 | 15IAU7,$699 ,16GB,Intel UHD Graphics 12th Gen,Intel UHD Graphics 12th Gen,
2658,Lenovo IdeaPad 3 | 15IAU7,$749 ,16GB,Intel® Iris® Xe Graphics,Intel® Iris® Xe Graphics,
2659,LENOVO IdeaPad 5 Pro 16 | 16ARH7,$979 ,,Ryzen™ 7 6800HS 8 Cores 16 Threads,,
2660,Lenovo Yoga Slim 7 Pro | OLED,$919 ,,Intel® Evo Core™ i5-11300H (4C / 8T),Intel Iris Xe Graphics,
2661,Lenovo Yoga Pro 7 | 14IRH8,"$1,449 ",,13th Gen Intel® Core™ i7-13700H,Intel Iris Xe Graphics,
2662,LENOVO LEGION Pro 7 | 16IRX8H,"$3,559 ",64GB,13h Generation Intel® Core™ i9-13900HX,,
2663,LENOVO LEGION Pro 5 | 16IRX8,"$2,189 ",32GB,13h Generation Intel® Core™ i7-13700HX,,
2664,LENOVO LEGION Slim 5 | 16IRH8,"$1,819 ",32GB,13h Generation Intel® Core™ i7-13700H,,
2665,LENOVO LEGION 5 | 15IAH7H,"$1,399 ",32GB,12th Generation Intel® Core™ i7-12700H,,
2666,Lenovo Gaming 3 2023 | 15ARH7,"$1,099 ",,AMD 7000 Series Ryzen™ 5 7535HS,,
2667,Lenovo Gaming 3 | 15ARH7,"$1,199 ",,AMD Ryzen™ 7 6800H (8C / 16T ),,
2668,Chromebook Flex 5 2in1,$419 ,,10th Gen Intel Core  i3-10110U,,
2669,"LENOVO Flex 5i 14"" 2in1  ( DEMO )",$699 ,8GB,11th Gen Intel Core i5-1135G7,Intel UHD Graphics,
2670,Lenovo IdeaPad Flex 5 | 14IRU8,$899 ,,13th Gen Intel® Core™ i5-1335U,Intel® Iris® Xe Graphics,
2671,Lenovo Yoga 7 | 14IRL8,"$1,099 ",,13th Gen Intel® Core™ i5-1340P,Intel® Iris® Xe Graphics,
2672,Lenovo Yoga 7 | 14IRL8,"$1,249 ",,13th Gen Intel® Core™ i7-1360P,Intel® Iris® Xe Graphics,
2673,"LENOVO YOGA C940 (14"") 2in1 CPO",$899 ,,Intel® Core™ i7-1065G7 Processor,,
2674,LENOVO Yoga 9 2in1,$969 ,,11th Gen Intel EVO Core i7-1195G7,Intel Iris Xe Graphics,
2675,LENOVO Yoga 7i 2in1,"$1,069 ",,12th Gen Intel EVO Core™ i5-1240P,Intel Iris Xe Graphics,
2676,LENOVO Yoga 7i 2in1 ( CPO ),"$1,169 ",,12th Gen Intel EVO Core™ i7-1260P,Intel Iris Xe Graphics,
2677,LENOVO Yoga 9i 2in1 2022,"$1,269 ",,12th Gen Intel EVO Core i7-1260P,Intel Iris Xe Graphics,
2678,LENOVO Yoga 9i OLED ( CPO ),"$1,349 ",,12th Gen Intel EVO Core i7-1260P,Intel Iris Xe Graphics,
2679,LENOVO Yoga 9i 2in1 4K OLED,"$1,399 ",,12th Gen Intel EVO Core i7-1260P,Intel Iris Xe Graphics,
2680,ThinkPad X1 Carbon Gen 10,"$1,869 ",,12th Gen Intel EVo Core i7-1260P,Intel® Iris® Xe Graphics eligible,
2681,ThinkPad E15 Gen 4,"$1,049 ",8GB,12th Gen Intel Core i5-1235U Processor,Intel® Iris® Xe Graphics eligible,
2682,ThinkPad E14 Gen 2,$619 ,8GB,11th Gen Intel Core i3-1115G4,,
2683,ThinkPad L15 Gen 2,$849 ,8GB,AMD Ryzen 7 PRO 5850U,,
2684,"ThinkBook 15 G2
$705 $685
- 11th Gen Intel Core i5-1135G7 
      - RAM : 8GB (DDR4) = 16GB = $30
      - Storage : 512GB M.2 PCIe 	  
      - 15.6"" FHD (1920 x 1080) IPS
      - VGA :  NVIDIA MX450 2GB
	  - Firmware TPM 2.0 integrated in chipset
	  - Windows 11 Pro Recommendation 
      - Weight : 1.7 Kg | Mineral Grey 
	  - Code: I3105I660B3
		  - -------------------------- 
		- Free : Backpack,Wi. Mouse, Pad
		- Free : Cleaning Kit Water ($2)",$705 ,8GB,11th Gen Intel Core i5-1135G7,,
2685,LENOVO Yoga 9 2in1 - CPO,,,11th Gen Intel EVO Core i7-1185G7,Intel Iris Xe Graphics,
2686,Zenbook Pro Art OLED | W7600H3A,$799 ,,,,4TB M.2 PCIe
2687,ASUS ROG DELTA S CORE 2022,,,,,
2688,ASUS ROG IMPACT II 2022,,,,,
2689,ASUS ROG BP4701 2022,,,,,
2690,HP Elite Folio 2-in-1 4G,$999 ,,,Integrated Adreno 690 Graphics,
2691,"MSI Wireless Mouse, Pad",,,,,
2692,Huawei MateBook X-Pro 14.2,,,12th Gen Intel Evo Core i7-1260P,,
2693,Huawei MateBook D 15,,,10th Gen Intel Core i5-10210U,,
2694,Microsoft Modern Mobile Mouse,,,,,
2695,new Surface Pro 7,,,,,
2696,Alienware M15 Pro Backpack,$45 ,,,,
2697,Alienware M15 Pro Backpack,$45 ,,,,
2698,Dell Essential Backpack 15,,,,,
2699,Macbook Pro M2 2022 ( MNEP3 ),,,,,
2700,Macbook Pro M2 2022,,,,,
2701,"MacBook Pro 14"" M2 Pro 2023",,,,,
2702,"MacBook Pro 16"" M2 Pro 2023",,,,,
2703,"MacBook Pro 14.2"" M1 Pro 2021","$2,199 ",,,,
2704,"MacBook Pro 16.2"" M1 Max","$3,499 ",,,,
2705,Macbook Air M2 2022 ( MLXY3 ),,,,,
2706,Macbook Air M2 2022 ( MN703LL ),,,,,
2707,Macbook Air M1 2020,"$1,425 ",,,,
2708,iPad Pro 12.9-inch M2 WIFI (2022),,,,,
2709,iPad 10Th Gen 2022,,,,,
2710,"iPad Air 5 10.9""(Lasted 2022)",,,,,
2711,iPhone 14 Pro,,,,,
2712,"iPhone 13 Pro (6.1"")",,,,,
2713,Watch Series 5 GPS,,,,,
2714,Apple Magic Mouse,,,,,
2715,Apple Magic Keyboard,,,,,
2716,Apple AirPods,,,,,
2717,,,8GB,,,256GB SSD
2718,,,8GB,,,512GB SSD
2719,,,16GB,,,512GB SSD
2720,,,16GB,,,512GB SSD
2721,,,32GB,,,512GB SSD
2722,Chromebook Flex 5 2in1,$419 ,,10th Gen Intel Core  i3-10110U,,
2723,LENOVO Yoga 9 2in1 - CPO,,,11th Gen Intel EVO Core i7-1185G7,Intel Iris Xe Graphics,
2724,Zenbook Pro Art OLED | W7600H3A,$799 ,,,,4TB M.2 PCIe
2725,ASUS ROG DELTA S CORE 2022,,,,,
2726,ASUS ROG IMPACT II 2022,,,,,
2727,ASUS ROG BP4701 2022,,,,,
2728,HP Elite Folio 2-in-1 4G,$999 ,,,Integrated Adreno 690 Graphics,
2729,"MSI Wireless Mouse, Pad",,,,,
2730,Huawei MateBook X-Pro 14.2,,,12th Gen Intel Evo Core i7-1260P,,
2731,Huawei MateBook D 15,,,10th Gen Intel Core i5-10210U,,
2732,Microsoft Modern Mobile Mouse,,,,,
2733,new Surface Pro 7,,,,,
2734,Alienware M15 Pro Backpack,$45 ,,,,
2735,Alienware M15 Pro Backpack,$45 ,,,,
2736,Dell Essential Backpack 15,,,,,
2737,Macbook Pro M2 2022 ( MNEP3 ),,,,,
2738,Macbook Pro M2 2022,,,,,
2739,"MacBook Pro 14"" M2 Pro 2023",,,,,
2740,"MacBook Pro 16"" M2 Pro 2023",,,,,
2741,"MacBook Pro 14.2"" M1 Pro 2021","$2,199 ",,,,
2742,"MacBook Pro 16.2"" M1 Max","$3,499 ",,,,
2743,Macbook Air M2 2022 ( MLXY3 ),,,,,
2744,Macbook Air M2 2022 ( MN703LL ),,,,,
2745,Macbook Air M1 2020,"$1,425 ",,,,
2746,iPad Pro 12.9-inch M2 WIFI (2022),,,,,
2747,iPad 10Th Gen 2022,,,,,
2748,"iPad Air 5 10.9""(Lasted 2022)",,,,,
2749,iPhone 14 Pro,,,,,
2750,"iPhone 13 Pro (6.1"")",,,,,
2751,Watch Series 5 GPS,,,,,
2752,Apple Magic Mouse,,,,,
2753,Apple Magic Keyboard,,,,,
2754,Apple AirPods,,,,,
2755,,,8GB,,,256GB SSD
2756,,,8GB,,,512GB SSD
2757,,,16GB,,,512GB SSD
2758,,,16GB,,,512GB SSD
2759,,,32GB,,,512GB SSD
2760,Chromebook Flex 5 2in1,$419 ,,10th Gen Intel Core  i3-10110U,,
2761,LENOVO Yoga 9 2in1 - CPO,,,11th Gen Intel EVO Core i7-1185G7,Intel Iris Xe Graphics,
2762,ROG Strix Scar 17 | G733QSA ( CPO ),"$1,799 ",,Ryzen™ 9 5950HX 8-Core 16-Thread,AMD Radeon Graphics 8-Core,1TB + 2TB M.2 PCIe
2763,Acer Gateway GWTC51427 ULTRA,$549 ,8GB,12th Gen Intel Core i5-1235U,Intel®  Graphics,
2764,"GIGABYTE G5 KD 15.6"" 144Hz RTX3060","$1,249 ",32GB,11th Gen Intel i5-11400H 6C/12T,Intel Graphics eligible,2TB PCIe SSD
2765,"GIGABYTE U4 UD 14.0"" Thin Bezel FHD IPS",$929 ,32GB,11th Gen Intel® Core™ i5-1155G7,Intel® Iris® Xe Graphics,2TB PCIe SSD
2766,"ACER Aspire 3 15"" 
Intel 12th Gen Series 2022",$599 ,16GB,Intel 12th Gen Series 2022,Intel UHD Graphics,1TB M.2 PCIe
2767,ACER Aspire 3,$699 ,16GB,11th Gen Intel Core i7-1165G7,Intel Iris Xe Graphics,1TB M.2 PCIe
2768,ACER Swift 1 Ultra Thin,$519 ,4GB,Intel Celeron N5100 Quad 4-Core,,
2769,NEW Swift 3x Editor  Intel® Iris® Xe MAX 4GB,$725 ,8GB,11th Gen Intel Core i5-1135G7,,
2770,ACER Nitro 5 Gaming 2022,"$1,035 ",32GB,12th Gen Intel i5-12500H 12C/16T,Intel Graphics eligible,1TB PCIe SSD
2771,ACER Nitro 5 Gaming 2022,"$1,035 ",32GB,12th Gen Intel i7-12700H 14C/20T,Intel Graphics eligible,1TB PCIe SSD
2772,"ACER Nitro 5 Gaming 17"" 2022","$1,299 ",32GB,12th Gen Intel i5-12500H 12C/16T,Intel Graphics eligible,2TB M.2 PCIe SSD
2773,ASUS VivoBook 14 X415MA,$479 ,8GB,Intel N4020 1.10GHz Max 2.80GHz,Intel UHD Graphics 600,
2774,ASUS VivoBook 15 X515MA,$499 ,8GB,Intel N4020 1.10GHz Max 2.80GHz,Intel UHD Graphics 600,
2775,ASUS VivoBook 14 E410KA,$449 ,4GB,Intel® Celeron® N4500 Processor,Intel UHD Graphics,
2776,ASUS VivoBook 14 X1400EA,$599 ,8GB,Intel® Core™ i3-1115G4 Processor,Intel UHD Graphics,
2777,ASUS VivoBook 15 X1500EA,$599 ,8GB,Intel® Core™ i3-1115G4 Processor,Intel UHD Graphics,
2778,ASUS VivoBook Go 15 OLED | E1504GA,$779 ,8GB,Intel®Core™ i3®-N305 Processor,Intel® Iris® Xe Graphics,
2779,ASUS VivoBook 15 | X1502ZA,$779 ,8GB,Intel®Core™ i5®-1235U Processor,Intel® Iris® Xe Graphics,
2780,ASUS VivoBook 14 | X1405VA,$899 ,8GB,Intel®Core™ i5-13500H Processor,Intel® Iris® Xe Graphics,
2781,ASUS VivoBook 15 OLED | X1505VA,$999 ,8GB,Intel®Core™ i5-13500H Processor,Intel® Iris® Xe Graphics,
2782,ASUS VivoBook 16 | X1605VA,$869 ,8GB,Intel®Core™ i5-13500H Processor,Intel® Iris® Xe Graphics,
2783,VivoBook 16 ( D1603QA ),$739 ,,AMD 5000 Series Ryzen™ 5 5600H,,
2784,VivoBook 15 OLED (M3502QA) 2022,$939 ,8GB,AMD Ryzen™ 5 5600H 6-core/12-thread,AMD Radeon™ Graphics,
2785,ASUS VivoBook 16X K3605ZF,"$1,019 ",8GB,12th Gen Intel® Core™ i5® 12450H,Intel® Iris Xe Graphics,
2786,ASUS VivoBook S 16X ( S5602ZA ),"$1,359 ",,12th Gen Intel® Core™ i5-12500H,,
2787,VivoBook Pro 15 OLED ( M6500QC ),"$1,359 ",,AMD 5000 Series Ryzen™ 7 5800H,,
2788,VivoBook Pro 16X OLED ( N7601ZM ),"$1,799 ",,12th Gen Intel® Core™ i7-12650H,,
2789,ASUS Vivobook Pro 16 OLED (K6602VU),"$1,839 ",,13th Gen Intel® Core™ i9-13900H,,
2790,ASUS Vivobook Pro 16 OLED (K6602VV),"$1,939 ",,13th Gen Intel® Core™ i9-13900H,,
